,link,matches
56,https://www.living-water.co.uk/blog/save-water-collecting-rainwater/,False
57,https://www.living-water.co.uk/blog/the-water-struggle-in-madagascar/,False
58,https://www.living-water.co.uk/blog/why-it-is-a-good-idea-to-invest-in-a-water-cooler-for-your-home/,False
59,https://www.living-water.co.uk/about-london-water-coolers/,False
60,https://www.living-water.co.uk/blog/have-you-joined-the-unbottle-water-campaign/,False
61,https://www.living-water.co.uk/blog/8-countries-with-the-worst-water-supply-in-the-world/,False
62,https://www.living-water.co.uk/blog/are-all-water-filters-the-same/,False
63,https://www.living-water.co.uk/blog/what-are-the-statistics-of-the-global-water-crisis/,False
64,https://www.living-water.co.uk/blog/12-different-ways-to-conserve-water/,False
65,https://www.living-water.co.uk/blog/does-all-water-taste-the-same/,False
66,https://www.living-water.co.uk/blog/85-of-european-bathing-sites-have-perfect-water-quality/,True
67,https://www.living-water.co.uk/blog/water-coolers-at-work/,False
68,https://www.living-water.co.uk/blog/harvesting-your-rainwater-in-london/,False
69,https://www.living-water.co.uk/blog/what-is-the-best-type-of-water-to-drink/,False
70,https://www.living-water.co.uk/blog/international-drinking-water-quality/,True
71,https://www.living-water.co.uk/blog/all-about-water-usage-and-water-saving/,False
72,https://www.living-water.co.uk/blog/category/water-news/,False
73,https://www.living-water.co.uk/blog/will-happen-not-drink-sufficient-water/,False
74,https://www.living-water.co.uk/blog/category/water-at-home/page/2/,False
75,https://www.living-water.co.uk/blog/water-coolers-popular/,False
76,https://www.living-water.co.uk/blog/bottled-drinking-water-uk-regulated/,False
77,https://www.living-water.co.uk/blog/mains-water-cooler-supplier-london-living-waters-executive-range/,False
78,https://www.living-water.co.uk/bottled-water-coolers/,False
79,https://www.living-water.co.uk/blog/get-know-living-waters-range-mains-water-coolers/,False
80,https://www.living-water.co.uk/blog/the-benefits-of-drinking-lemon-or-lime-water/,False
81,https://www.living-water.co.uk/blog/remove-chlorine-fluoride-drinking-water/,False
82,https://www.living-water.co.uk/blog/the-effects-of-water-on-acne/,False
83,https://www.living-water.co.uk/blog/why-is-drinking-lemon-water-in-the-morning-good-for-me/,False
84,https://www.living-water.co.uk/blog/the-madness-of-drinking-bottled-water/,False
85,https://www.living-water.co.uk/blog/uk-drinks-more-bottled-water/,False
86,https://www.living-water.co.uk/blog/top-5-most-expensive-bottled-water-in-the-world/,False
87,https://www.living-water.co.uk/blog/uk-drinking-water-quality/,True
88,https://www.living-water.co.uk/blog/the-benefits-of-a-water-cooler-for-pregnant-women/,False
89,https://www.living-water.co.uk/blog/why-should-i-drink-cucumber-water/,False
90,https://www.living-water.co.uk/blog/why-are-drinking-water-fountains-best-for-schools/,False
91,https://www.living-water.co.uk/blog/know-uk-law-re-drinking-water-employees/,False
92,https://www.living-water.co.uk/blog/what-is-the-best-water-to-drink/,False
93,https://www.living-water.co.uk/blog/category/living-water/page/7/,False
94,https://www.living-water.co.uk/blog/drinking-cold-water-good/,False
95,https://www.living-water.co.uk/blog/drinking-water-cooler-water-healthier/,False
96,https://www.living-water.co.uk/blog/make-your-office-greener-with-an-office-water-cooler/,False
97,https://www.living-water.co.uk/blog/pros-cons-water-coolers/,False
98,https://www.living-water.co.uk/blog/happens-abuse-water/,False
99,https://www.living-water.co.uk/blog/funny-thing-happened-way-water-cooler/,False
100,https://www.living-water.co.uk/blog/what-is-up-with-kenyas-water-atms/,False
101,https://www.living-water.co.uk/blog/will-a-zero-tech-water-bottle-really-help-you-reach-optimal-hydration/,False
102,https://www.living-water.co.uk/gym-water-cooler/,False
103,https://www.living-water.co.uk/blog/bottled-water-industry-natural-disasters/,False
104,https://www.living-water.co.uk/blog/drinking-mineral-water-every-day-can-prevent-memory-loss-from-alzheimers/,False
105,https://www.living-water.co.uk/blog/how-do-people-waste-water/,False
106,https://www.living-water.co.uk/blog/greening-office-drinking-water/,False
107,https://www.living-water.co.uk/blog/is-reusing-plastic-bottles-ok/,False
108,https://www.living-water.co.uk/blog/buy-water-cooler/,False
109,https://www.living-water.co.uk/blog/50-easy-ways-how-to-save-water-at-home/,False
110,https://www.living-water.co.uk/blog/water-coolers-types-benefits/,False
111,https://www.living-water.co.uk/blog/tap-water-versus-bottled-water/,False
112,https://www.living-water.co.uk/blog/is-it-time-to-bring-back-the-public-water-fountain/,False
113,https://www.living-water.co.uk/blog/quarter-billion-americans-poisoned-chromium-6-drinking-water/,False
114,https://www.living-water.co.uk/blog/is-it-safe-to-drink-the-tap-water-in-milan/,False
115,https://www.living-water.co.uk/blog/safe-drink-tap-water/,False
116,https://www.living-water.co.uk/blog/category/water-news/,False
117,https://www.living-water.co.uk/blog/the-benefits-of-drinking-mineral-water/,False
118,https://www.living-water.co.uk/blog/do-you-have-confidence-in-uk-tap-water/,False
119,https://www.living-water.co.uk/blog/choosing-a-water-filter/,False
120,https://www.living-water.co.uk/blog/water-filter-or-water-cooler/,False
121,https://www.living-water.co.uk/blog/how-can-a-water-filter-make-all-the-difference/,False
122,https://www.living-water.co.uk/blog/choose-best-water-filter/,False
123,https://www.living-water.co.uk/blog/international-drinking-water-quality/,True
124,https://www.living-water.co.uk/blog/international-drinking-water-quality/,True
125,https://www.living-water.co.uk/blog/85-of-european-bathing-sites-have-perfect-water-quality/,True
126,https://www.living-water.co.uk/blog/how-to-conserve-water-indoors-at-your-home/,False
127,https://www.living-water.co.uk/blog/important-wonder-world/,False
128,https://www.living-water.co.uk/blog/best-type-drinking-water/,False
129,https://www.living-water.co.uk/blog/why-should-i-drink-cucumber-water/,False
130,https://www.living-water.co.uk/blog/london-water-cooler-comparisons/,False
131,https://www.living-water.co.uk/blog/natural-ways-make-drinking-water-taste-better/,False
132,https://www.living-water.co.uk/blog/why-are-drinking-water-fountains-best-for-schools/,False
133,https://www.living-water.co.uk/blog/purchase-home-water-cooler/,False
134,https://www.living-water.co.uk/blog/your-drinking-water-may-be-the-cause-of-your-allergies/,False
135,https://www.living-water.co.uk/blog/can-grey-water-solve-the-global-water-crisis/,False
136,https://www.living-water.co.uk/blog/which-drink-is-better-when-doing-sports/,False
137,https://www.living-water.co.uk/blog/drinking-water-got-brain-health/,False
138,https://www.living-water.co.uk/blog/how-can-a-water-cooler-cure-my-allergies/,False
139,https://www.living-water.co.uk/blog/why-does-saving-water-at-home-matter/,False
140,https://www.living-water.co.uk/blog/uk-drinks-more-bottled-water/,False
141,https://www.living-water.co.uk/blog/category/general/page/3/,False
142,https://www.living-water.co.uk/blog/ch2m-awarded-stockholm-industry-water-during-world-water-week/,False
143,https://www.living-water.co.uk/blog/everything-ever-wanted-know-water/,False
144,https://www.living-water.co.uk/blog/category/water-coolers/,False
145,https://www.living-water.co.uk/blog/what-is-the-ultimate-pure-life-giving-element/,False
146,https://www.living-water.co.uk/blog/why-spaniards-are-stealing-water/,False
147,https://www.living-water.co.uk/blog/pregnant-invest-in-a-home-water-cooler/,False
148,https://www.living-water.co.uk/blog/top-10-reasons-to-purchase-a-water-cooler-this-summer/,False
149,https://www.living-water.co.uk/blog/benefits-of-using-a-whole-house-water-filter/,False
150,https://www.living-water.co.uk/blog/how-does-direct-chill-cooling-work-in-a-water-cooler/,False
151,https://www.living-water.co.uk/blog/category/water-coolers/page/3/,False
152,https://www.living-water.co.uk/blog/category/general/,False
153,https://www.living-water.co.uk/blog/water-cooler-best-sports-pub/,False
154,https://www.living-water.co.uk/blog/category/general/page/2/,False
155,https://www.living-water.co.uk/blog/world-really-running-fresh-water/,False
156,https://www.living-water.co.uk/blog/category/office-water-coolers/page/10/,False
157,https://www.living-water.co.uk/blog/category/environmental-matters/,False
158,https://www.living-water.co.uk/blog/how-to-save-on-your-water-bill-with-smart-monitor/,False
159,https://www.living-water.co.uk/blog/themes-high-level-panel-water/,False
160,https://www.living-water.co.uk/blog/water-intoxication-can-be-fatal/,False
161,https://www.living-water.co.uk/blog/author/admin/page/70/,False
162,https://www.living-water.co.uk/blog/safe-drink-tap-water-away-home-uk/,False
163,https://www.living-water.co.uk/blog/sydney-gets-the-highest-water-restrictions-in-the-past-decade/,False
164,https://www.living-water.co.uk/blog/drink-swimming-pool-water/,False
165,https://www.living-water.co.uk/blog/cooking-tap-water-salt-create-toxic-molecules/spaghetti-water/,False
166,https://www.living-water.co.uk/blog/category/water-news/,False
167,https://www.living-water.co.uk/blog/the-importance-of-water-conservation-in-everyday-life/,False
168,https://www.living-water.co.uk/blog/category/general/page/2/,False
169,https://www.living-water.co.uk/blog/harry-potter-set-holy-well-of-spring-water/,False
170,https://www.living-water.co.uk/blog/category/environmental-matters/page/8/,False
171,https://www.living-water.co.uk/blog/water-precious-vital-commodity/,False
172,https://www.living-water.co.uk/blog/water-precious-vital-commodity/,False
173,https://www.living-water.co.uk/blog/category/environmental-matters/page/18/,False
174,https://www.living-water.co.uk/blog/category/environmental-matters/,False
175,https://www.living-water.co.uk/blog/category/environmental-matters/page/7/,False
176,https://www.living-water.co.uk/blog/solutions-global-water-crisis/,False
177,https://www.living-water.co.uk/blog/how-can-we-preserve-our-water/,False
178,https://www.living-water.co.uk/blog/tap-water-quality-in-japan/,True
179,https://www.living-water.co.uk/blog/safe-drink-tap-water-away-home-uk/,False
180,https://www.living-water.co.uk/blog/tap-water-quality-in-japan/plumbing-water-fountain-2/,True
181,https://www.living-water.co.uk/blog/top-5-most-expensive-bottled-water-in-the-world/,False
182,https://www.living-water.co.uk/blog/how-can-a-water-filter-make-all-the-difference/,False
183,https://www.living-water.co.uk/blog/choose-best-water-filter/,False
184,https://www.living-water.co.uk/blog/how-to-conserve-water-indoors-at-your-home/,False
185,https://www.living-water.co.uk/blog/important-wonder-world/,False
186,https://www.living-water.co.uk/blog/why-should-i-drink-cucumber-water/,False
187,https://www.living-water.co.uk/blog/your-drinking-water-may-be-the-cause-of-your-allergies/,False
188,https://www.living-water.co.uk/blog/your-drinking-water-may-be-the-cause-of-your-allergies/,False
189,https://www.living-water.co.uk/blog/drinking-water-got-brain-health/,False
190,https://www.living-water.co.uk/blog/how-can-a-water-cooler-cure-my-allergies/,False
191,https://www.living-water.co.uk/blog/why-does-saving-water-at-home-matter/,False
192,https://www.living-water.co.uk/blog/ch2m-awarded-stockholm-industry-water-during-world-water-week/,False
193,https://www.living-water.co.uk/blog/everything-ever-wanted-know-water/,False
194,https://www.living-water.co.uk/blog/where-does-our-water-come-from/,False
195,https://www.living-water.co.uk/blog/category/water-coolers/,False
196,https://www.living-water.co.uk/blog/what-is-the-ultimate-pure-life-giving-element/,False
197,https://www.living-water.co.uk/,False
198,https://www.living-water.co.uk/blog/category/environmental-matters/page/18/,False
199,https://www.living-water.co.uk/blog/benefits-of-using-a-whole-house-water-filter/,False
200,https://www.living-water.co.uk/bottled-water-coolers/,False
201,https://www.living-water.co.uk/blog/water-cooler-best-sports-pub/,False
202,https://www.living-water.co.uk/blog/world-really-running-fresh-water/,False
203,https://www.living-water.co.uk/blog/category/environmental-matters/,False
204,https://www.living-water.co.uk/blog/how-to-save-on-your-water-bill-with-smart-monitor/,False
205,https://www.living-water.co.uk/blog/,False
206,https://www.living-water.co.uk/blog/solving-the-issue-as-towns-continue-to-run-out-of-water-in-south-africa/,False
207,https://www.living-water.co.uk/blog/top-facts-about-water-in-south-africa/,False
208,https://www.living-water.co.uk/blog/cape-town-day-zero-pushed-back-to-2019/,False
209,https://www.living-water.co.uk/blog/category/environmental-matters/page/15/,False
210,https://www.living-water.co.uk/blog/new-mobile-app-helps-save-water/,False
211,https://www.living-water.co.uk/blog/8-tips-to-save-water/,False
212,https://www.living-water.co.uk/blog/sydney-gets-the-highest-water-restrictions-in-the-past-decade/,False
213,https://www.living-water.co.uk/blog/author/admin/,False
214,https://www.living-water.co.uk/blog/,False
215,https://www.living-water.co.uk/blog/where-are-south-africas-water-source-areas-located/,False
216,https://www.living-water.co.uk/blog/where-are-south-africas-water-source-areas-located/,False
217,https://www.living-water.co.uk/blog/why-water-conservation-is-vital/,False
218,https://www.living-water.co.uk/blog/category/general/page/3/,False
219,https://www.living-water.co.uk/blog/category/environmental-matters/page/7/,False
220,https://www.living-water.co.uk/blog/rural-towns-paralysed-water-crisis/,False
221,https://www.living-water.co.uk/blog/category/environmental-matters/page/18/,False
222,https://www.living-water.co.uk/blog/category/environmental-matters/page/8/,False
223,https://www.living-water.co.uk/blog/massive-dam-massive-impact-tribal-communities/,False
224,https://www.living-water.co.uk/blog/the-freshest-water-in-the-world/,False
225,https://www.living-water.co.uk/,False
226,https://www.living-water.co.uk/blog/cooking-tap-water-salt-create-toxic-molecules/,False
227,https://www.living-water.co.uk/blog/author/admin/page/102/,False
228,https://www.living-water.co.uk/blog/safe-drink-tap-water/,False
229,https://www.living-water.co.uk/blog/author/admin/page/9/,False
230,https://www.living-water.co.uk/blog/possible-deliver-chlorine-free-drinking-water/,False
231,https://www.living-water.co.uk/blog/category/general/page/7/,False
232,https://www.living-water.co.uk/blog/international-drinking-water-quality/,True
233,https://www.living-water.co.uk/blog/drought-in-european-groundwater/,False
234,https://www.living-water.co.uk/blog/know-nature-chief-source-daily-hydration/,False
235,https://www.living-water.co.uk/blog/how-can-water-prevent-my-children-from-becoming-obese/,False
236,https://www.living-water.co.uk/blog/what-is-oxygenated-water/,False
237,https://www.living-water.co.uk/blog/affluent-countries-waste-water/,False
238,https://www.living-water.co.uk/blog/affluent-countries-waste-water/,False
239,https://www.living-water.co.uk/blog/author/admin/page/175/,False
240,https://www.living-water.co.uk/blog/interesting-facts-about-world-water-conflicts/,False
241,https://www.living-water.co.uk/blog/planet-many-amazing-bodies-water/,False
242,https://www.living-water.co.uk/blog/thirst-bottled-water/,False
243,https://www.living-water.co.uk/blog/author/admin/page/11/,False
244,https://www.living-water.co.uk/blog/author/admin/page/166/,False
245,https://www.living-water.co.uk/blog/category/healthy-living/page/14/,False
246,https://www.living-water.co.uk/blog/cooking-tap-water-salt-create-toxic-molecules/,False
247,https://www.living-water.co.uk/blog/travelers-guide-where-you-should-not-be-drinking-tap-water/,False
248,https://www.living-water.co.uk/blog/category/environmental-matters/page/15/,False
249,https://www.living-water.co.uk/blog/why-water-conservation-is-vital/,False
250,https://www.living-water.co.uk/blog/important-wonder-world/,False
251,https://www.living-water.co.uk/blog/what-is-the-difference-between-water-stress-water-scarcity/,False
252,https://www.living-water.co.uk/blog/category/general/page/2/,False
253,https://www.living-water.co.uk/blog/how-did-israel-manage-to-defy-the-drought/,False
254,https://www.living-water.co.uk/blog/category/this-is-water/page/19/,False
255,https://www.living-water.co.uk/blog/massive-dam-massive-impact-tribal-communities/,False
256,https://www.living-water.co.uk/blog/massive-dam-massive-impact-tribal-communities/,False
257,https://www.living-water.co.uk/blog/is-water-spain-safe-to-consume/,False
258,https://www.living-water.co.uk/blog/why-is-filtered-water-better-than-tap-water/,False
259,https://www.living-water.co.uk/blog/safe-drink-tap-water/,False
260,https://www.living-water.co.uk/blog/author/admin/page/6/,False
261,https://www.living-water.co.uk/blog/why-spaniards-are-stealing-water/,False
262,https://www.living-water.co.uk/blog/drought-in-european-groundwater/,False
263,https://www.living-water.co.uk/blog/category/general/,False
264,https://www.living-water.co.uk/blog/how-can-we-preserve-our-water/,False
265,https://www.living-water.co.uk/blog/safe-drink-tap-water-away-home-uk/,False
266,https://www.living-water.co.uk/blog/drink-swimming-pool-water/,False
267,https://www.living-water.co.uk/blog/cooking-tap-water-salt-create-toxic-molecules/spaghetti-water/,False
268,https://www.living-water.co.uk/blog/category/general/page/2/,False
269,https://www.living-water.co.uk/blog/sydney-gets-the-highest-water-restrictions-in-the-past-decade/,False
270,https://www.living-water.co.uk/blog/category/water-news/,False
271,https://www.living-water.co.uk/blog/harry-potter-set-holy-well-of-spring-water/,False
272,https://www.living-water.co.uk/blog/category/environmental-matters/page/8/,False
273,https://www.living-water.co.uk/blog/category/environmental-matters/page/18/,False
274,https://www.living-water.co.uk/blog/water-precious-vital-commodity/,False
275,https://www.living-water.co.uk/blog/water-precious-vital-commodity/,False
276,https://www.living-water.co.uk/blog/category/environmental-matters/,False
277,https://www.living-water.co.uk/blog/category/environmental-matters/page/7/,False
278,https://www.living-water.co.uk/blog/solutions-global-water-crisis/,False
279,https://www.living-water.co.uk/blog/how-can-we-preserve-our-water/,False
280,https://www.living-water.co.uk/blog/important-wonder-world/,False
281,https://www.living-water.co.uk/blog/the-difference-between-tap-water-and-proper-bottled-water/,False
282,https://www.living-water.co.uk/blog/safe-drink-tap-water-away-home-uk/,False
283,https://www.living-water.co.uk/blog/top-5-most-expensive-bottled-water-in-the-world/,False
284,https://www.living-water.co.uk/blog/is-drinking-electrolysed-or-hydronium-water-really-that-good-for-me/,False
285,https://www.living-water.co.uk/blog/new-zealand-drinking-water-safe/,False
286,https://www.living-water.co.uk/blog/author/admin/page/37/,False
287,https://www.living-water.co.uk/blog/cooking-tap-water-salt-create-toxic-molecules/,False
288,https://www.living-water.co.uk/blog/travelers-guide-where-you-should-not-be-drinking-tap-water/,False
289,https://www.living-water.co.uk/blog/category/environmental-matters/page/15/,False
290,https://www.living-water.co.uk/blog/why-water-conservation-is-vital/,False
291,https://www.living-water.co.uk/blog/important-wonder-world/,False
292,https://www.living-water.co.uk/blog/what-is-the-difference-between-water-stress-water-scarcity/,False
293,https://www.living-water.co.uk/blog/category/general/page/2/,False
294,https://www.living-water.co.uk/blog/how-did-israel-manage-to-defy-the-drought/,False
295,https://www.living-water.co.uk/blog/massive-dam-massive-impact-tribal-communities/,False
296,https://www.living-water.co.uk/blog/category/this-is-water/page/19/,False
297,https://www.living-water.co.uk/blog/category/this-is-water/page/19/,False
298,https://www.living-water.co.uk/blog/planet-many-amazing-bodies-water/,False
299,https://www.living-water.co.uk/blog/thirst-bottled-water/,False
300,https://www.living-water.co.uk/blog/author/admin/page/11/,False
301,https://www.living-water.co.uk/blog/author/admin/page/166/,False
302,https://www.living-water.co.uk/blog/category/healthy-living/page/14/,False
303,https://www.living-water.co.uk/blog/is-it-safe-to-drink-the-tap-water-in-milan/,False
304,https://www.living-water.co.uk/blog/category/water-news/,False
305,https://www.living-water.co.uk/blog/safe-drink-tap-water/,False
306,https://www.living-water.co.uk/blog/do-you-have-confidence-in-uk-tap-water/,False
307,https://www.living-water.co.uk/blog/the-benefits-of-drinking-mineral-water/,False
308,https://www.living-water.co.uk/blog/choosing-a-water-filter/,False
309,https://www.living-water.co.uk/blog/water-filter-or-water-cooler/,False
310,https://www.living-water.co.uk/blog/how-can-a-water-filter-make-all-the-difference/,False
311,https://www.living-water.co.uk/blog/choose-best-water-filter/,False
312,https://www.living-water.co.uk/blog/85-of-european-bathing-sites-have-perfect-water-quality/,True
313,https://www.living-water.co.uk/blog/85-of-european-bathing-sites-have-perfect-water-quality/,True
314,https://www.living-water.co.uk/blog/how-to-conserve-water-indoors-at-your-home/,False
315,https://www.living-water.co.uk/blog/best-type-drinking-water/,False
316,https://www.living-water.co.uk/blog/important-wonder-world/,False
317,https://www.living-water.co.uk/blog/london-water-cooler-comparisons/,False
318,https://www.living-water.co.uk/blog/why-should-i-drink-cucumber-water/,False
319,https://www.living-water.co.uk/blog/natural-ways-make-drinking-water-taste-better/,False
320,https://www.living-water.co.uk/blog/why-are-drinking-water-fountains-best-for-schools/,False
321,https://www.living-water.co.uk/blog/purchase-home-water-cooler/,False
322,https://www.living-water.co.uk/blog/uk-drinks-more-bottled-water/,False
323,https://www.living-water.co.uk/blog/international-drinking-water-quality/,True
324,https://www.living-water.co.uk/blog/your-drinking-water-may-be-the-cause-of-your-allergies/,False
325,https://www.living-water.co.uk/blog/can-grey-water-solve-the-global-water-crisis/,False
326,https://www.living-water.co.uk/blog/pregnant-invest-in-a-home-water-cooler/,False
327,https://www.living-water.co.uk/blog/which-drink-is-better-when-doing-sports/,False
328,https://www.living-water.co.uk/blog/drinking-water-got-brain-health/,False
329,https://www.living-water.co.uk/blog/why-does-saving-water-at-home-matter/,False
330,https://www.living-water.co.uk/blog/how-can-a-water-cooler-cure-my-allergies/,False
331,https://www.living-water.co.uk/blog/category/general/page/3/,False
332,https://www.living-water.co.uk/blog/ch2m-awarded-stockholm-industry-water-during-world-water-week/,False
333,https://www.living-water.co.uk/blog/everything-ever-wanted-know-water/,False
334,https://www.living-water.co.uk/blog/what-is-the-ultimate-pure-life-giving-element/,False
335,https://www.living-water.co.uk/blog/top-10-reasons-to-purchase-a-water-cooler-this-summer/,False
336,https://www.living-water.co.uk/blog/category/general/,False
337,https://www.living-water.co.uk/blog/benefits-of-using-a-whole-house-water-filter/,False
338,https://www.living-water.co.uk/blog/how-does-direct-chill-cooling-work-in-a-water-cooler/,False
339,https://www.living-water.co.uk/blog/why-spaniards-are-stealing-water/,False
340,https://www.living-water.co.uk/blog/category/water-coolers/page/3/,False
341,https://www.living-water.co.uk/blog/water-cooler-best-sports-pub/,False
342,https://www.living-water.co.uk/blog/category/environmental-matters/,False
343,https://www.living-water.co.uk/blog/world-really-running-fresh-water/,False
344,https://www.living-water.co.uk/blog/category/general/page/2/,False
345,https://www.living-water.co.uk/blog/category/office-water-coolers/page/10/,False
346,https://www.living-water.co.uk/blog/water-intoxication-can-be-fatal/,False
347,https://www.living-water.co.uk/blog/how-to-save-on-your-water-bill-with-smart-monitor/,False
348,https://www.living-water.co.uk/blog/themes-high-level-panel-water/,False
349,https://www.living-water.co.uk/blog/author/admin/page/70/,False
350,https://www.living-water.co.uk/blog/safe-drink-tap-water/,False
351,https://www.living-water.co.uk/blog/international-drinking-water-quality/,True
352,https://www.living-water.co.uk/blog/possible-deliver-chlorine-free-drinking-water/,False
353,https://www.living-water.co.uk/blog/safe-drink-tap-water-away-home-uk/,False
354,https://www.living-water.co.uk/blog/safe-drink-tap-water/,False
355,https://www.living-water.co.uk/blog/do-you-have-confidence-in-uk-tap-water/,False
356,https://www.living-water.co.uk/blog/water-dispenser-reviews-the-pure/,False
357,https://www.living-water.co.uk/blog/exploratory-drilling-permits-granted-environment-agency-east-yorkshire-site/,False
358,https://www.living-water.co.uk/blog/is-water-spain-safe-to-consume/,False
359,https://www.living-water.co.uk/blog/why-is-filtered-water-better-than-tap-water/,False
360,https://www.living-water.co.uk/blog/safe-drink-tap-water/,False
361,https://www.living-water.co.uk/blog/author/admin/page/6/,False
362,https://www.living-water.co.uk/blog/why-spaniards-are-stealing-water/,False
363,https://www.living-water.co.uk/blog/drought-in-european-groundwater/,False
364,https://www.living-water.co.uk/blog/where-has-all-our-water-gone/,False
365,https://www.living-water.co.uk/blog/category/general/,False
366,https://www.living-water.co.uk/blog/how-can-we-preserve-our-water/,False
367,https://www.living-water.co.uk/blog/safe-drink-tap-water/,False
368,https://www.living-water.co.uk/blog/safe-drink-tap-water/,False
